policy_id,booking_date,premium_booked,taxes,fees
P1587,2024-01-14,4983.01,249.15,45.51
P1588,2024-03-02,-4414.44,220.72,21.16
P1589,2024-03-02,2600.89,130.04,22.47
P1590,2024-02-06,1301.29,65.06,96.41
P1591,2024-07-03,1925.04,96.25,36.45
P1592,2024-03-31,-3004.78,150.24,60.54
,2024-07-10,2053.99,102.7,37.29
P1594,2024-02-09,4450.68,222.53,14.1
P1595,2024-05-22,3695.2,184.76,93.67
P1596,2024-06-24,2207.35,110.37,27.09
P1597,2024-06-05,2346.48,117.32,40.13
P1598,2024-01-24,4357.79,217.89,69.07
P1599,2024-03-25,4430.52,221.53,56.35
,2024-04-21,3925.24,196.26,23.44
P1601,2024-03-01,688.62,34.43,36.19
P1602,2024-07-15,1235.51,61.78,24.0
P1603,2024-01-25,821.31,41.07,72.77
P1604,2024-05-07,3631.3,181.57,69.08
P1605,2024-07-04,2894.05,144.7,61.76
P1606,2024-03-15,3867.33,193.37,44.06
P1607,2024-07-10,2858.38,142.92,88.44
P1608,2024-07-16,2657.06,132.85,13.45
P1609,2024-03-21,1247.83,62.39,80.57
P1610,2024-03-10,2711.29,135.56,73.46
P1611,2024-02-28,1595.34,79.77,15.37
P1612,2024-02-16,3825.35,191.27,72.53
P1613,2024-03-27,1044.06,52.2,17.96
P1614,2024-02-02,4571.57,228.58,88.88
P1615,2024-03-14,-5193.58,259.68,28.01
P1616,2024-06-30,3881.99,194.1,17.22
P1617,2024-03-10,2659.16,132.96,57.72
P1618,2024-02-14,3049.56,152.48,70.96
P1619,2024-06-17,1710.44,85.52,31.96
P1620,2024-03-13,4403.51,220.18,45.32
P1621,2024-04-25,3578.59,178.93,64.54
P1622,2024-07-03,1360.58,68.03,40.48
P1623,2024-07-19,4773.76,238.69,26.56
P1624,2024-07-14,1393.42,69.67,49.74
P1625,2024-05-01,,129.85,29.74
P1626,2024-04-04,-4309.5,215.48,57.77
P1627,2024-02-20,3592.75,179.64,98.55
P1628,2024-07-19,3025.46,151.27,40.37
P1629,2024-02-24,2389.65,119.48,85.6
P1630,2024-06-26,883.2,44.16,77.38
P1631,2024-02-16,3812.46,190.62,67.27
P1632,2024-04-14,4234.22,211.71,78.58
P1633,2024-06-19,1353.47,67.67,66.89
P1634,2024-03-08,851.18,42.56,17.33
P1635,2024-01-05,1159.93,58.0,32.79
P1636,2024-01-09,3267.91,163.4,96.69
P1637,2024-04-03,2560.57,128.03,45.05
P1638,2024-06-29,2816.04,140.8,25.86
P1639,2024-01-29,5115.87,255.79,32.17
P1640,2024-05-25,2319.75,115.99,80.01
P1641,2024-02-21,2569.92,128.5,44.43
P1642,2024-03-11,1288.98,64.45,73.1
P1643,2024-02-25,3928.67,196.43,25.43
P1644,2024-02-22,1167.03,58.35,64.34
P1645,2024-07-18,1752.86,87.64,12.37
P1646,2024-01-17,2500.5,125.03,58.79
P1647,2024-07-08,667.93,33.4,68.5
P1648,2024-02-24,4917.44,245.87,99.43
P1649,2024-06-30,2582.21,129.11,67.34
P1650,2024-07-11,2268.73,113.44,98.56
P1651,2024-06-15,-3353.94,167.7,96.46
P1652,2024-03-31,3209.56,160.48,43.75
P1653,2024-02-25,1408.71,70.44,10.96
P1654,2024-02-05,4192.82,209.64,10.87
P1655,2024-02-10,4476.41,223.82,49.56
P1656,2024-02-18,3352.08,167.6,31.31
,2024-01-12,3698.23,184.91,54.87
P1658,2024-04-20,3237.67,161.88,91.78
P1659,2024-06-19,4742.57,237.13,26.46
P1660,2024-04-24,2279.97,114.0,92.73
P1661,2024-03-22,1220.76,61.04,66.9
P1662,2024-02-26,4630.56,231.53,93.7
P1663,2024-04-01,1848.44,92.42,45.95
P1664,2024-05-19,3448.67,172.43,80.64
P1665,2024-02-21,4354.08,217.7,77.07
P1666,2024-06-04,2819.11,140.96,68.46
P1667,2024-07-14,2975.15,148.76,78.57
P1668,2024-05-01,3945.04,197.25,85.95
P1669,2024-05-17,3098.34,154.92,37.82
P1670,2024-02-04,2258.66,112.93,84.44
P1671,2024-04-29,-1598.44,79.92,97.2
P1672,2024-01-23,1006.75,50.34,69.3
P1673,2024-01-26,3812.44,190.62,32.29
P1674,2024-04-11,3010.89,150.54,87.25
P1675,2024-03-15,3409.08,170.45,91.47
P1676,2024-05-24,4009.15,200.46,41.15
P1677,2024-03-24,4483.3,224.17,29.52
P1678,2024-07-07,-1049.62,52.48,47.44
P1679,2024-04-25,4049.19,202.46,34.75
P1680,2024-01-18,588.33,29.42,59.8
P1681,2024-02-20,730.59,36.53,99.79
P1682,2024-06-06,2002.8,100.14,67.44
P1683,2024-05-31,4676.96,233.85,70.26
P1684,2024-07-02,4916.92,245.85,88.65
P1685,2024-02-13,2649.38,132.47,63.09
P1686,2024-06-08,1479.77,73.99,57.65
P1687,2024-04-13,690.09,34.5,99.4
P1688,2024-02-17,2555.49,127.77,88.17
P1689,2024-02-06,845.63,42.28,99.94
P1690,2024-06-08,1531.59,76.58,58.67
P1691,2024-02-06,1081.22,54.06,88.33
P1692,2024-07-01,2569.95,128.5,18.01
P1693,2024-05-25,1379.87,68.99,89.02
P1694,2024-06-27,3082.14,154.11,72.08
P1695,2024-06-26,1236.52,61.83,48.16
P1696,2024-05-16,4880.79,244.04,60.51
P1697,2024-05-11,4521.08,226.05,73.54
P1698,2024-05-09,881.05,44.05,12.21
P1699,2024-05-20,4378.31,218.92,58.74
P1700,2024-01-14,3385.64,169.28,37.91
P1701,2024-03-08,2352.82,117.64,11.69
P1702,2024-03-23,1645.91,82.3,64.5
P1703,2024-06-19,4095.52,204.78,99.65
P1704,2024-07-19,2808.02,140.4,85.19
P1705,2024-04-17,3150.46,157.52,74.35
P1706,2024-07-14,3622.1,181.11,80.31
P1707,2024-04-30,4770.68,238.53,36.64
P1708,2024-04-02,2843.0,142.15,69.16
P1709,2024-03-20,1977.92,98.9,69.23
P1710,2024-06-11,3770.33,188.52,96.67
P1711,2024-04-26,4983.76,249.19,92.33
P1712,2024-04-10,937.48,46.87,40.2
P1713,2024-06-16,850.14,42.51,68.16
P1714,2024-06-06,3161.95,158.1,90.99
P1715,2024-06-11,3951.4,197.57,53.48
P1716,2024-02-24,3075.0,153.75,12.77
P1717,2024-04-02,4247.41,212.37,59.4
P1718,2024-06-06,1237.17,61.86,11.88
P1719,2024-06-12,2291.55,114.58,82.77
P1720,2024-03-28,3985.44,199.27,11.88
P1721,2024-07-03,939.76,46.99,84.21
P1722,2024-02-20,2395.29,119.76,29.19
P1723,2024-03-12,2177.15,108.86,10.99
P1724,2024-05-20,948.4,47.42,12.32
P1725,2024-04-28,1368.73,68.44,67.69
P1726,2024-03-13,4749.2,237.46,25.17
P1727,2024-06-09,1895.86,94.79,53.07
P1728,2024-05-31,548.14,27.41,34.73
P1729,2024-05-28,4001.75,200.09,51.1
P1730,2024-05-10,2706.91,135.35,52.59
P1731,2024-02-29,2294.84,114.74,65.73
P1732,2024-04-25,735.08,36.75,35.1
P1733,2024-04-25,2703.68,135.18,39.48
,2024-02-14,4088.1,204.41,75.67
P1735,2024-07-26,3368.6,168.43,82.59
P1736,2024-05-05,4093.92,204.7,42.96
P1737,2024-03-07,-1281.51,64.08,33.1
P1738,2024-07-08,1962.61,98.13,95.5
P1739,2024-05-31,1418.44,70.92,49.76
P1740,2024-04-04,2926.26,146.31,73.85
P1741,2024-04-20,4015.8,200.79,50.03
P1742,2024-02-05,4983.93,249.2,90.48
P1743,2024-04-29,3503.42,175.17,98.29
P1744,2024-03-19,1028.5,51.43,22.43
P1745,2024-06-27,1911.48,95.57,57.3
P1746,2024-01-26,2521.96,126.1,35.31
P1747,2024-07-08,3696.85,184.84,83.0
P1748,2024-03-19,2559.31,127.97,99.09
P1749,2024-06-08,1912.31,95.62,92.84
P1750,2024-03-19,1888.94,94.45,51.99
P1751,2024-02-15,1062.76,53.14,38.82
P1752,2024-04-14,1431.45,71.57,31.4
P1753,2024-07-10,1859.77,92.99,17.55
P1754,2024-05-02,1098.39,54.92,69.55
P1755,2024-02-08,1593.3,79.67,14.44
P1756,2024-05-13,2364.67,118.23,78.2
P1757,2024-07-05,1765.53,88.28,45.04
P1758,2024-04-04,-1816.52,90.83,85.78
P1759,2024-02-07,2663.68,133.18,58.42
P1760,2024-03-14,3042.09,152.1,99.61
P1761,2024-05-14,2269.06,113.45,27.38
P1762,2024-01-31,1782.52,89.13,39.77
P1763,2024-05-30,4541.65,227.08,30.29
P1764,2024-06-02,2870.38,143.52,68.8
P1765,2024-03-12,2028.31,101.42,91.23
P1766,2024-05-27,2508.09,125.4,43.57
P1767,2024-07-05,3502.25,175.11,62.48
P1768,2024-04-12,1401.82,70.09,74.09
P1769,2024-01-25,2350.03,117.5,60.33
P1770,2024-03-05,4065.79,203.29,17.37
P1771,2024-01-21,3336.8,166.84,82.43
P1772,2024-04-01,4949.62,247.48,20.67
P1773,2024-07-01,3432.26,171.61,92.67
P1774,2024-04-30,2135.78,106.79,53.05
P1775,2024-04-04,698.37,34.92,73.61
P1776,2024-02-08,1321.16,66.06,40.15
P1777,2024-02-19,3687.28,184.36,92.54
P1778,2024-03-22,3594.84,179.74,36.48
P1779,2024-05-19,592.94,29.65,73.49
P1780,2024-02-14,2766.86,138.34,38.65
P1781,2024-04-12,730.81,36.54,72.48
P1782,2024-05-29,2697.03,134.85,83.28
P1783,2024-06-26,4094.56,204.73,99.06
,2024-04-26,4106.58,205.33,56.36
P1785,2024-03-08,3526.12,176.31,53.24
P1786,2024-05-31,1863.02,93.15,14.75
P1787,2024-03-16,828.0,41.4,92.38
P1788,2024-02-12,1841.45,92.07,33.78
P1789,2024-04-12,1087.5,54.38,96.81
P1790,2024-04-21,4022.8,201.14,85.51
P1791,2024-05-09,2513.91,125.7,36.31
P1792,2024-06-16,5030.57,251.53,24.45
P1793,2024-02-04,1203.02,60.15,86.25
P1794,2024-05-15,590.03,29.5,10.43
P1795,2024-05-26,3602.94,180.15,78.79
P1796,2024-04-24,3052.34,152.62,79.57
P1797,2024-06-25,2112.9,105.65,88.78
P1798,2024-04-25,3143.3,157.17,68.88
P1799,2024-01-27,1180.71,59.04,61.62
P1800,2024-05-10,3322.09,166.1,30.7
P1801,2024-04-13,2811.84,140.59,28.94
P1802,2024-02-20,2854.86,142.74,52.02
P1803,2024-02-13,4100.17,205.01,88.65
P1804,2024-06-24,1951.4,97.57,33.58
P1805,2024-03-12,4143.22,207.16,93.1
P1806,2024-05-28,1649.43,82.47,10.65
P1807,2024-05-24,476.28,23.81,41.94
P1808,2024-04-19,1946.87,97.34,75.5
P1809,2024-05-30,4248.86,212.44,26.48
P1810,2024-06-08,2866.35,143.32,83.98
P1811,2024-05-29,3958.97,197.95,80.69
P1812,2024-04-04,3363.33,168.17,67.54
P1813,2024-03-30,3000.08,150.0,55.01
P1814,2024-06-26,2792.91,139.65,94.47
P1815,2024-03-29,510.33,25.52,44.08
P1816,2024-03-19,3351.58,167.58,84.0
P1817,2024-03-21,1435.64,71.78,23.06
P1818,2024-05-27,2079.23,103.96,41.02
P1819,2024-07-08,4023.54,201.18,60.3
P1820,2024-07-08,1720.55,86.03,86.96
P1821,2024-02-29,3883.5,194.18,90.54
P1822,2024-05-15,721.33,36.07,18.06
P1823,2024-02-22,624.38,31.22,91.2
P1824,2024-06-13,2386.66,119.33,92.36
P1825,2024-01-17,2875.13,143.76,59.37
P1826,2024-07-14,1067.93,53.4,32.89
P1827,2024-04-27,-1311.76,65.59,81.24
P1828,2024-04-26,1020.53,51.03,27.1
,2024-04-27,2477.74,123.89,49.91
P1830,2024-06-14,3442.63,172.13,96.75
P1831,2024-05-14,4569.8,228.49,68.26
P1832,2024-01-29,2823.91,141.2,86.2
P1833,2024-03-05,4585.73,229.29,32.42
P1834,2024-03-17,-2446.09,122.3,79.86
P1835,2024-05-06,1272.86,63.64,31.52
P1836,2024-07-19,1282.63,64.13,85.95
P1837,2024-06-04,1917.32,95.87,46.94
P1838,2024-07-09,-4076.15,203.81,32.66
P1839,2024-03-24,2132.95,106.65,28.98
P1840,2024-04-24,4237.62,211.88,16.82
,2024-07-03,1394.32,69.72,64.05
P1842,2024-03-27,3862.29,193.11,88.8
P1843,2024-06-23,4054.32,202.72,13.5
P1844,2024-02-29,4626.53,231.33,32.88
P1845,2024-05-11,1679.79,83.99,98.95
P1846,2024-04-14,2251.13,112.56,21.88
P1847,2024-02-28,2389.33,119.47,90.47
P1848,2024-04-21,1265.27,63.26,21.84
,2024-07-08,2992.92,149.65,94.27
P1850,2024-05-24,3068.07,153.4,58.42
P1851,2024-04-29,4296.05,214.8,26.98
,2024-05-18,2041.13,102.06,86.27
P1853,2024-02-13,4153.74,207.69,69.82
P1854,2024-03-23,4249.04,212.45,85.15
P1855,2024-07-10,2699.71,134.99,56.95
P1856,2024-05-07,2589.36,129.47,22.42
P1857,2024-03-23,-4183.77,209.19,26.93
P1858,2024-01-31,1415.03,70.75,95.63
P1859,2024-04-09,1226.39,61.32,40.18
P1860,2024-01-13,1924.92,96.25,16.59
P1861,2024-02-16,1182.31,59.12,51.19
P1862,2024-03-08,4735.48,236.77,30.84
P1863,2024-05-17,1438.67,71.93,47.21
P1864,2024-02-09,3835.14,191.76,54.9
,2024-06-06,3872.45,193.62,69.02
P1866,2024-06-05,3609.89,180.49,60.47
P1867,2024-03-24,3228.17,161.41,86.63
P1868,2024-02-16,790.68,39.53,64.1
P1869,2024-05-14,3972.35,198.62,55.33
P1870,2024-02-11,2549.73,127.49,80.5
P1871,2024-03-23,597.99,29.9,23.28
P1872,2024-02-26,2298.28,114.91,78.96
P1873,2024-05-30,789.78,39.49,96.28
P1874,2024-03-13,506.69,25.33,98.5
P1875,2024-02-05,1329.97,66.5,25.93
P1876,2024-02-02,3422.42,171.12,56.49
P1877,2024-05-27,1386.57,69.33,90.13
P1878,2024-03-31,2376.66,118.83,92.57
P1879,2024-01-27,2714.19,135.71,42.44
P1880,2024-06-01,3886.18,194.31,28.3
P1881,2024-05-17,4072.03,203.6,51.2
,2024-07-10,3748.77,187.44,38.63
P1883,2024-03-09,2525.01,126.25,71.99
P1884,2024-06-10,2291.2,114.56,47.99
P1885,2024-01-31,4022.3,201.12,62.15
P1886,2024-03-28,2433.84,121.69,61.01
P1887,2024-03-01,4367.41,218.37,51.96
P1888,2024-04-01,1187.45,59.37,73.61
P1889,2024-03-16,3008.24,150.41,45.31
P1890,2024-02-25,-2504.41,125.22,15.81
P1891,2024-04-09,3404.0,170.2,23.82
P1892,2024-07-14,4855.71,242.79,17.74
P1893,2024-05-11,4347.26,217.36,79.79
P1894,2024-03-17,4626.05,231.3,36.64
P1895,2024-05-31,747.63,37.38,87.68
P1896,2024-07-03,2654.8,132.74,29.05
P1897,2024-04-14,3117.74,155.89,73.98
P1898,2024-03-05,4559.7,227.99,10.7
P1899,2024-03-14,4921.68,246.08,72.77
P1900,2024-06-14,4178.96,208.95,72.65
P1901,2024-06-02,840.79,42.04,46.23
P1902,2024-02-11,1898.92,94.95,52.08
P1903,2024-06-25,1990.33,99.52,69.23
P1904,2024-05-16,1750.68,87.53,23.53
P1905,2024-03-06,3837.28,191.86,43.04
P1906,2024-06-15,2902.66,145.13,96.52
P1907,2024-06-21,4773.59,238.68,75.88
P1908,2024-03-12,1836.65,91.83,82.82
P1909,2024-06-16,508.97,25.45,11.73
P1910,2024-03-19,4188.08,209.4,81.02
P1911,2024-05-30,1202.99,60.15,59.43
P1912,2024-05-17,3426.62,171.33,79.85
P1913,2024-01-30,2335.53,116.78,88.0
P1914,2024-01-30,4704.98,235.25,31.2
P1915,2024-04-24,4544.99,227.25,70.83
P1916,2024-04-04,4152.61,207.63,64.3
P1917,2024-05-13,2546.28,127.31,77.44
P1918,2024-04-27,-3653.63,182.68,65.64
P1919,2024-03-13,1524.45,76.22,63.14
P1920,2024-01-21,3178.97,158.95,40.45
P1921,2024-06-24,1534.51,76.73,39.7
P1922,2024-07-14,2974.84,148.74,25.06
P1923,2024-04-28,-1467.31,73.37,22.67
P1924,2024-05-21,1649.87,82.49,49.74
P1925,2024-02-14,1531.43,76.57,55.02
P1926,2024-04-13,4702.82,235.14,54.92
P1927,2024-05-06,4059.92,203.0,48.81
P1928,2024-01-07,1187.03,59.35,11.79
P1929,2024-05-30,2384.97,119.25,48.3
P1930,2024-02-07,3252.94,162.65,36.34
P1931,2024-03-19,4072.31,203.62,86.51
P1932,2024-05-21,4406.28,220.31,83.08
P1933,2024-03-31,664.85,33.24,58.32
P1934,2024-03-28,1107.67,55.38,54.48
P1935,2024-04-21,3638.06,181.9,88.66
P1936,2024-05-10,1915.28,95.76,33.18
P1937,2024-06-20,3208.84,160.44,52.84
P1938,2024-05-11,4896.73,244.84,66.17
P1939,2024-03-19,2382.77,119.14,52.17
P1940,2024-05-14,1973.83,98.69,20.52
P1941,2024-01-29,548.6,27.43,10.06
P1942,2024-01-10,5168.03,258.4,94.6
P1943,2024-03-01,3926.96,196.35,80.89
P1944,2024-03-12,588.92,29.45,67.79
P1945,2024-06-23,4747.17,237.36,65.35
P1946,2024-02-07,3403.04,170.15,20.57
,2024-02-22,2417.02,120.85,66.97
P1948,2024-02-06,2873.93,143.7,38.92
P1949,2024-04-25,2712.12,135.61,39.07
,2024-06-24,1022.79,51.14,11.69
P1951,2024-02-19,3454.95,172.75,47.0
P1952,2024-01-28,3305.67,165.28,60.03
P1953,2024-04-24,2657.22,132.86,36.33
P1954,2024-03-07,3198.18,159.91,47.85
P1955,2024-05-21,818.91,40.95,71.81
P1956,2024-03-19,4080.85,204.04,46.62
P1957,2024-01-19,1848.08,92.4,11.05
P1958,2024-04-06,4724.26,236.21,54.48
P1959,2024-06-21,3164.76,158.24,11.99
P1960,2024-02-09,2120.43,106.02,41.37
P1961,2024-04-15,1917.83,95.89,98.09
P1962,2024-05-28,4633.63,231.68,46.4
P1963,2024-02-24,,58.03,99.27
P1964,2024-02-22,3612.81,180.64,63.95
P1965,2024-02-09,1691.23,84.56,67.08
P1966,2024-06-21,,104.23,63.76
P1967,2024-04-02,,116.42,75.03
P1968,2024-04-06,1405.14,70.26,30.0
P1969,2024-04-29,3493.23,174.66,85.91
P1970,2024-04-30,4479.22,223.96,54.22
P1971,2024-04-09,2853.35,142.67,21.22
P1972,2024-03-11,,44.84,94.66
P1973,2024-06-12,2346.41,117.32,67.07
P1974,2024-04-14,1948.59,97.43,40.95
P1975,2024-03-15,2829.55,141.48,67.36
P1976,2024-02-13,4947.09,247.35,65.05
P1977,2024-06-11,3156.7,157.84,85.77
P1978,2024-07-09,983.55,49.18,27.99
P1979,2024-06-20,4659.89,232.99,95.25
P1980,2024-06-09,1863.49,93.17,15.68
,2024-02-05,4135.56,206.78,13.5
P1982,2024-05-31,2578.48,128.92,10.34
P1983,2024-02-10,3025.94,151.3,87.12
P1984,2024-02-20,1683.32,84.17,13.3
P1985,2024-04-07,3219.52,160.98,80.59
P1986,2024-02-09,3762.5,188.12,59.93
P1987,2024-05-27,1749.23,87.46,67.39
P1988,2024-04-25,2964.24,148.21,83.69
P1989,2024-04-03,,134.37,57.24
P1990,2024-04-19,3457.54,172.88,97.83
P1991,2024-01-28,3140.86,157.04,75.5
P1992,2024-03-18,2850.38,142.52,29.39
P1993,2024-04-06,4534.08,226.7,28.09
P1994,2024-04-25,3537.28,176.86,41.78
P1995,2024-03-31,2562.69,128.13,44.06
P1996,2024-03-11,2426.71,121.34,26.58
P1997,2024-03-21,4448.19,222.41,39.42
P1998,2024-04-07,2641.35,132.07,33.03
P1999,2024-05-25,4053.44,202.67,93.03
P2000,2024-03-17,-4817.66,240.88,58.71
P2001,2024-02-12,1253.87,62.69,73.89
P2002,2024-07-09,4729.64,236.48,77.94
P2003,2024-05-30,2193.78,109.69,43.04
P2004,2024-06-23,4964.77,248.24,87.11
P2005,2024-04-09,2694.15,134.71,95.56
P2006,2024-05-04,1522.08,76.1,44.08
P2007,2024-04-17,4251.88,212.59,17.61
P2008,2024-03-27,,195.72,72.88
P2009,2024-06-17,3106.57,155.33,29.74
P2010,2024-03-22,3649.4,182.47,22.95
P2011,2024-01-23,4811.11,240.56,94.86
P2012,2024-07-19,4327.87,216.39,71.78
P2013,2024-04-22,3682.69,184.13,54.37
P2014,2024-06-28,3916.2,195.81,48.43
P2015,2024-04-09,4298.9,214.94,63.39
P2016,2024-03-31,1563.37,78.17,87.82
P2017,2024-02-05,3241.41,162.07,46.75
P2018,2024-03-02,1630.59,81.53,73.22
P2019,2024-01-31,4092.91,204.65,96.35
P2020,2024-05-05,3598.92,179.95,63.29
P2021,2024-02-23,1497.27,74.86,84.48
P2022,2024-03-21,3511.05,175.55,90.24
P2023,2024-02-27,-2998.15,149.91,88.25
P2024,2024-04-01,4101.36,205.07,25.69
P2025,2024-04-30,4105.42,205.27,70.34
P2026,2024-01-12,1944.57,97.23,14.79
P2027,2024-06-18,1642.44,82.12,22.92
P2028,2024-06-29,2069.24,103.46,74.37
P2029,2024-03-21,2753.57,137.68,82.32
P2030,2024-06-22,1199.79,59.99,51.42
P2031,2024-06-12,2336.47,116.82,53.55
P2032,2024-07-10,2052.24,102.61,15.69
P2033,2024-02-02,530.24,26.51,91.36
P2034,2024-06-25,4031.98,201.6,20.21
P2035,2024-02-02,2104.5,105.23,41.3
P2036,2024-05-29,673.74,33.69,86.85
P2037,2024-03-13,3228.52,161.43,84.1
P2038,2024-04-21,4648.0,232.4,54.71
P2039,2024-03-31,580.48,29.02,29.21
P2040,2024-02-16,2367.36,118.37,92.81
P2041,2024-04-11,1689.41,84.47,39.07
P2042,2024-01-27,1133.84,56.69,68.11
P2043,2024-06-19,4832.97,241.65,35.35
P2044,2024-02-28,1824.33,91.22,49.93
P2045,2024-03-19,539.72,26.99,23.85
P2046,2024-03-05,2700.73,135.04,25.57
P2047,2024-04-02,1693.51,84.68,13.34
P2048,2024-04-26,1221.61,61.08,72.95
P2049,2024-06-03,4213.29,210.66,24.02
P2050,2024-06-22,2573.58,128.68,78.28
P2051,2024-06-28,3790.99,189.55,82.66
P2052,2024-04-30,1111.0,55.55,85.52
P2053,2024-06-27,1711.19,85.56,73.84
P2054,2024-05-24,596.04,29.8,18.66
P2055,2024-02-05,2204.78,110.24,55.51
P2056,2024-05-01,3385.77,169.29,48.32
P2057,2024-03-07,2256.74,112.84,27.12
P2058,2024-03-10,965.25,48.26,96.95
P2059,2024-02-13,2641.36,132.07,54.0
P2060,2024-04-26,2800.8,140.04,55.05
P2061,2024-06-23,4361.99,218.1,70.71
P2062,2024-04-03,3612.87,180.64,59.31
P2063,2024-03-10,2534.31,126.72,39.87
,2024-05-02,4816.46,240.82,57.37
P2065,2024-02-05,3682.34,184.12,77.05
P2066,2024-05-07,985.77,49.29,18.45
P2067,2024-02-03,1027.77,51.39,91.96
P2068,2024-01-27,1217.0,60.85,86.57
P2069,2024-06-06,2694.1,134.71,68.59
P2070,2024-02-28,4381.47,219.07,96.15
P2071,2024-05-24,3826.08,191.3,81.28
P2072,2024-06-23,793.82,39.69,94.6
P2073,2024-06-15,4030.42,201.52,68.93
P2074,2024-06-16,2359.88,117.99,52.28
P2075,2024-03-23,2874.99,143.75,44.71
P2076,2024-02-12,1741.55,87.08,43.62
P2077,2024-02-17,1987.54,99.38,65.8
P2078,2024-05-16,4662.81,233.14,87.61
P2079,2024-03-17,4511.56,225.58,40.86
P2080,2024-06-29,2905.9,145.3,62.77
P2081,2024-06-07,2180.14,109.01,61.91
P2082,2024-05-05,3159.02,157.95,28.1
P2083,2024-04-28,3378.8,168.94,56.29
P2084,2024-03-10,3208.26,160.41,17.97
P2085,2024-03-07,3740.22,187.01,88.99
P2086,2024-05-16,3252.95,162.65,12.08
P2087,2024-05-15,2470.08,123.5,10.17
P2088,2024-05-11,4959.85,247.99,13.67
P2089,2024-03-07,3523.12,176.16,83.53
P2090,2024-06-25,4179.12,208.96,81.37
P2091,2024-02-23,3887.89,194.39,10.61
P2092,2024-07-12,3115.71,155.79,32.33
P2093,2024-05-20,1668.87,83.44,94.36
P2094,2024-06-02,818.04,40.9,70.23
P2095,2024-06-15,553.33,27.67,82.85
P2096,2024-04-15,4498.25,224.91,15.08
P2097,2024-03-09,3113.76,155.69,39.35
P2098,2024-04-14,4837.7,241.88,38.41
P2099,2024-06-25,3027.77,151.39,38.95
P2100,2024-07-18,2089.41,104.47,90.81
P2101,2024-01-11,3485.8,174.29,28.16
P2102,2024-04-10,734.38,36.72,14.93
P2103,2024-05-29,3238.36,161.92,19.89
P2104,2024-06-30,1743.65,87.18,93.12
P2105,2024-06-11,1501.41,75.07,31.02
P2106,2024-04-20,-4386.68,219.33,92.49
P2107,2024-05-11,792.46,39.62,25.55
P2108,2024-07-01,2541.05,127.05,93.52
P2109,2024-04-01,2762.45,138.12,76.79
P2110,2024-05-21,3372.72,168.64,32.9
P2111,2024-06-22,3933.84,196.69,39.38
P2112,2024-03-08,2040.59,102.03,30.67
P2113,2024-05-04,2532.96,126.65,18.06
,2024-06-03,4232.91,211.65,17.25
P2115,2024-07-11,753.14,37.66,22.99
P2116,2024-04-26,3750.74,187.54,41.51
P2117,2024-02-16,954.67,47.73,17.67
P2118,2024-01-30,3068.38,153.42,75.31
P2119,2024-03-12,1081.25,54.06,78.74
P2120,2024-01-23,1732.36,86.62,56.6
P2121,2024-01-30,3460.75,173.04,93.81
P2122,2024-06-23,2287.57,114.38,32.18
P2123,2024-03-08,2645.76,132.29,52.15
P2124,2024-05-14,1944.23,97.21,53.59
P2125,2024-03-19,1504.73,75.24,90.6
P2126,2024-07-03,2345.97,117.3,56.73
P2127,2024-03-08,2238.73,111.94,88.89
P2128,2024-06-16,2843.34,142.17,21.83
P2129,2024-01-31,4745.11,237.26,39.48
P2130,2024-04-06,1047.22,52.36,42.21
P2131,2024-05-16,2474.78,123.74,10.03
P2132,2024-05-05,584.12,29.21,51.29
P2133,2024-02-09,4119.3,205.97,82.04
P2134,2024-01-16,2841.89,142.09,44.16
P2135,2024-03-08,2481.1,124.06,87.29
P2136,2024-05-25,3536.44,176.82,33.38
P2137,2024-02-03,3958.19,197.91,16.93
P2138,2024-03-06,4943.57,247.18,35.25
P2139,2024-07-06,3412.02,170.6,29.39
P2140,2024-07-06,3211.57,160.58,43.11
P2141,2024-05-02,3879.47,193.97,71.09
P2142,2024-06-15,2343.4,117.17,63.17
P2143,2024-05-31,4762.89,238.14,54.04
P2144,2024-06-23,3227.56,161.38,27.55
P2145,2024-04-13,538.0,26.9,63.7
,2024-02-23,3972.3,198.62,24.3
P2147,2024-05-31,,206.58,92.27
P2148,2024-05-30,2597.63,129.88,67.72
P2149,2024-02-01,3171.93,158.6,94.64
P2150,2024-01-15,507.66,25.38,91.55
P2151,2024-05-23,3667.72,183.39,62.49
P2152,2024-03-18,,228.89,39.33
P2153,2024-03-31,1242.67,62.13,14.65
P2154,2024-05-10,540.69,27.03,88.09
P2155,2024-04-30,1124.26,56.21,66.84
P2156,2024-04-13,2952.76,147.64,77.73
P2157,2024-06-12,2540.93,127.05,23.1
P2158,2024-03-11,1610.99,80.55,25.01
P2159,2024-05-12,-1812.65,90.63,49.41
P2160,2024-03-24,2046.97,102.35,26.12
P2161,2024-03-17,4623.7,231.19,43.64
P2162,2024-06-06,1224.36,61.22,26.86
P2163,2024-05-11,4623.17,231.16,89.97
P2164,2024-05-02,1074.95,53.75,97.15
P2165,2024-07-10,2317.65,115.88,57.77
P2166,2024-06-14,4696.02,234.8,64.53
P2167,2024-07-04,4044.83,202.24,73.7
P2168,2024-06-22,2602.29,130.11,71.97
P2169,2024-01-19,1565.28,78.26,86.58
P2170,2024-03-28,4131.26,206.56,88.76
P2171,2024-05-22,872.58,43.63,47.22
P2172,2024-04-21,4096.03,204.8,38.55
P2173,2024-04-11,4485.13,224.26,92.86
