policy_id,effective_date,written_premium,product,state,broker
P1458,2024-03-29,1388.51,Short Term Rental,FL,Broker A
P1459,2024-05-12,3789.64,Landlord,GA,Broker B
P1460,2024-04-19,2601.78,Landlord,FL,Broker A
P1461,2024-03-21,2521.48,Short Term Rental,TX,Broker A
P1462,2024-06-02,4443.66,Landlord,GA,Broker A
P1463,2024-04-22,4221.05,Multi-Family,NC,Broker B
P1464,2024-04-16,3472.45,Landlord,IL,Broker A
P1465,2024-06-09,2672.94,Short Term Rental,IL,Broker C
P1466,2024-05-11,2500.33,Multi-Family,TX,Broker A
P1467,2024-03-05,1006.49,Landlord,TX,Broker A
P1468,2024-02-07,1622.3,Multi-Family,GA,Broker A
P1469,2024-05-13,759.23,Short Term Rental,TX,Broker B
P1470,2024-04-15,4500.41,Short Term Rental,NC,Broker B
P1471,2024-03-31,4987.07,Short Term Rental,FL,Broker C
P1472,2024-06-15,4240.72,Landlord,IL,Broker B
P1473,2024-04-03,4788.63,Landlord,NC,Broker C
P1474,2024-05-11,2715.88,Landlord,FL,Broker A
P1475,2024-05-22,1523.71,Multi-Family,IL,Broker A
P1476,2024-03-20,1043.99,Landlord,IL,Broker A
P1477,2024-02-22,3091.94,Short Term Rental,NC,Broker B
P1478,2024-05-02,,Multi-Family,IL,Broker B
,2024-03-10,569.49,Multi-Family,TX,Broker B
P1480,2024-05-22,1278.26,Short Term Rental,TX,Broker A
P1481,2024-06-26,3914.22,Short Term Rental,TX,Broker B
P1482,2024-01-18,3486.44,Landlord,NC,Broker C
P1483,2024-02-06,3255.84,Landlord,IL,Broker A
P1484,2024-03-06,2330.2,Multi-Family,TX,Broker B
P1485,2024-02-16,575.76,Multi-Family,TX,Broker C
P1486,2024-05-12,2308.76,Short Term Rental,TX,Broker C
,2024-01-14,4525.62,Short Term Rental,IL,Broker C
P1488,2024-06-24,2404.68,Landlord,TX,Broker C
P1489,2024-04-22,511.04,Landlord,GA,Broker B
P1490,2024-02-06,2136.81,Landlord,GA,Broker C
P1491,2024-06-24,4998.35,Landlord,FL,Broker C
P1492,2024-02-02,2230.63,Short Term Rental,IL,Broker A
P1493,2024-05-07,3082.31,Short Term Rental,IL,Broker B
P1494,2024-06-27,4113.85,Landlord,GA,Broker C
P1495,2024-01-03,1737.79,Multi-Family,IL,Broker C
,2024-02-26,766.44,Multi-Family,FL,Broker B
P1497,2024-03-23,1338.55,Multi-Family,TX,Broker A
P1498,2024-02-16,3918.7,Short Term Rental,FL,Broker C
P1499,2024-05-01,2358.48,Landlord,IL,Broker B
P1500,2024-01-11,4373.61,Short Term Rental,GA,Broker C
P1501,2024-05-24,,Landlord,GA,Broker A
P1502,2024-03-18,3203.71,Multi-Family,IL,Broker C
P1503,2024-05-05,2578.51,Multi-Family,IL,Broker C
P1504,2024-02-09,2189.79,Multi-Family,FL,Broker C
P1505,2024-02-16,,Short Term Rental,FL,Broker B
P1506,2024-02-15,3978.72,Landlord,NC,Broker B
P1507,2024-04-10,3559.79,Landlord,TX,Broker C
P1508,2024-05-08,2986.58,Multi-Family,IL,Broker B
P1509,2024-04-28,1587.93,Short Term Rental,TX,Broker C
P1510,2024-02-09,2994.27,Multi-Family,TX,Broker C
P1511,2024-02-17,4153.66,Short Term Rental,FL,Broker A
P1512,2024-01-13,4217.93,Multi-Family,FL,Broker B
P1513,2024-05-25,765.65,Short Term Rental,TX,Broker B
P1514,2024-02-17,3835.21,Multi-Family,IL,Broker B
P1515,2024-05-09,1042.13,Landlord,IL,Broker B
P1516,2024-02-08,,Landlord,GA,Broker A
P1517,2024-02-10,2854.88,Multi-Family,FL,Broker B
P1518,2024-03-08,3105.04,Short Term Rental,GA,Broker A
P1519,2024-01-13,4516.69,Short Term Rental,NC,Broker B
P1520,2024-03-11,3569.28,Landlord,NC,Broker B
P1521,2024-01-31,3596.7,Multi-Family,NC,Broker A
P1522,2024-02-26,4021.05,Multi-Family,NC,Broker A
P1523,2024-06-24,3487.54,Landlord,NC,Broker A
P1524,2024-01-31,961.5,Short Term Rental,GA,Broker A
P1525,2024-04-11,1738.23,Short Term Rental,TX,Broker B
P1526,2024-05-05,3145.11,Multi-Family,NC,Broker B
P1527,2024-05-10,765.71,Landlord,FL,Broker A
P1528,2024-03-09,2431.37,Short Term Rental,GA,Broker A
P1529,2024-03-17,,Multi-Family,GA,Broker B
P1530,2024-04-12,3422.22,Short Term Rental,NC,Broker C
P1531,2024-03-24,4189.26,Short Term Rental,GA,Broker C
P1532,2024-06-19,1739.88,Landlord,IL,Broker C
P1533,2024-02-29,603.54,Multi-Family,TX,Broker A
P1534,2024-03-13,857.41,Short Term Rental,NC,Broker C
P1535,2024-06-05,886.75,Landlord,IL,Broker C
P1536,2024-04-12,3251.74,Multi-Family,TX,Broker A
P1537,2024-05-29,3252.64,Short Term Rental,IL,Broker B
P1538,2024-06-27,1911.26,Short Term Rental,GA,Broker B
P1539,2024-02-05,957.65,Short Term Rental,TX,Broker C
P1540,2024-01-29,4746.33,Short Term Rental,NC,Broker C
P1541,2024-04-05,4614.45,Short Term Rental,FL,Broker C
P1542,2024-02-11,2733.6,Short Term Rental,GA,Broker B
P1543,2024-06-25,3849.55,Short Term Rental,GA,Broker C
P1544,2024-05-04,2460.23,Multi-Family,GA,Broker B
P1545,2024-01-23,2707.35,Landlord,TX,Broker C
P1546,2024-05-27,3320.32,Short Term Rental,TX,Broker A
P1547,2024-04-11,4566.88,Short Term Rental,GA,Broker B
P1548,2024-04-27,3070.7,Landlord,GA,Broker C
P1549,2024-06-11,1393.74,Multi-Family,GA,Broker B
P1550,2024-05-24,601.3,Multi-Family,GA,Broker B
P1551,2024-02-24,4395.08,Multi-Family,IL,Broker C
P1552,2024-04-18,2085.51,Short Term Rental,TX,Broker B
P1553,2024-02-12,4997.58,Short Term Rental,IL,Broker C
P1554,2024-06-26,1941.16,Multi-Family,NC,Broker A
P1555,2024-01-27,1463.39,Multi-Family,TX,Broker B
P1556,2024-06-02,2622.23,Short Term Rental,TX,Broker C
P1557,2024-06-13,3233.62,Short Term Rental,TX,Broker C
P1558,2024-06-09,1629.52,Multi-Family,NC,Broker A
P1559,2024-05-29,1765.51,Short Term Rental,IL,Broker C
P1560,2024-01-10,,Short Term Rental,IL,Broker B
P1561,2024-02-02,3450.19,Multi-Family,TX,Broker B
P1562,2024-01-18,4053.09,Landlord,GA,Broker A
P1563,2024-04-25,3422.47,Multi-Family,NC,Broker C
P1564,2024-01-02,1311.72,Short Term Rental,FL,Broker C
P1565,2024-05-30,977.37,Landlord,FL,Broker B
P1566,2024-04-11,4568.0,Landlord,GA,Broker C
P1567,2024-05-29,3162.88,Multi-Family,TX,Broker C
P1568,2024-01-15,2755.14,Multi-Family,FL,Broker A
P1569,2024-01-14,3000.7,Short Term Rental,NC,Broker C
P1570,2024-06-22,1975.87,Short Term Rental,IL,Broker C
P1571,2024-02-12,4645.32,Short Term Rental,TX,Broker B
P1572,2024-01-23,3467.62,Landlord,NC,Broker A
P1573,2024-05-14,3431.5,Short Term Rental,IL,Broker A
,2024-05-30,1490.73,Landlord,FL,Broker A
P1575,2024-05-07,2125.5,Multi-Family,TX,Broker B
P1576,2024-05-21,2217.42,Multi-Family,TX,Broker C
P1577,2024-04-22,,Landlord,FL,Broker A
P1578,2024-03-07,2508.81,Multi-Family,GA,Broker A
P1579,2024-03-31,4427.61,Multi-Family,GA,Broker C
P1580,2024-05-02,3016.86,Landlord,GA,Broker C
P1581,2024-03-25,4274.23,Short Term Rental,TX,Broker A
P1582,2024-03-09,3571.41,Landlord,IL,Broker B
P1583,2024-05-08,1498.62,Landlord,IL,Broker A
P1584,2024-01-02,603.13,Multi-Family,TX,Broker C
P1585,2024-05-07,1806.01,Multi-Family,GA,Broker C
P1586,2024-06-21,2925.04,Landlord,NC,Broker A
P1587,2024-01-05,4745.72,Landlord,GA,Broker C
P1588,2024-02-04,4414.44,Multi-Family,FL,Broker A
P1589,2024-02-09,2600.89,Landlord,GA,Broker A
P1590,2024-01-13,1301.29,Short Term Rental,GA,Broker A
P1591,2024-06-11,2026.36,Short Term Rental,NC,Broker A
P1592,2024-03-19,3162.93,Short Term Rental,NC,Broker B
P1593,2024-06-11,2053.99,Multi-Family,NC,Broker A
P1594,2024-02-07,4450.68,Short Term Rental,IL,Broker C
P1595,2024-04-25,3695.2,Short Term Rental,IL,Broker A
P1596,2024-06-08,2323.53,Short Term Rental,FL,Broker A
P1597,2024-06-02,2469.98,Landlord,IL,Broker C
P1598,2024-01-17,4587.15,Multi-Family,NC,Broker B
P1599,2024-02-25,4219.54,Landlord,TX,Broker C
P1600,2024-03-25,3925.24,Landlord,NC,Broker B
P1601,2024-02-13,724.86,Landlord,TX,Broker A
P1602,2024-06-23,1235.51,Landlord,GA,Broker C
P1603,2024-01-10,782.2,Landlord,IL,Broker C
P1604,2024-04-20,3631.3,Short Term Rental,TX,Broker A
P1605,2024-06-19,2756.24,Multi-Family,GA,Broker B
P1606,2024-02-21,3867.33,Multi-Family,GA,Broker C
P1607,2024-06-14,2858.38,Multi-Family,FL,Broker C
P1608,2024-06-25,2657.06,Multi-Family,NC,Broker B
P1609,2024-02-22,1313.5,Short Term Rental,GA,Broker A
P1610,2024-02-24,2711.29,Multi-Family,FL,Broker B
P1611,2024-02-14,1679.31,Multi-Family,NC,Broker A
P1612,2024-01-18,3643.19,Short Term Rental,IL,Broker B
P1613,2024-03-25,1044.06,Short Term Rental,FL,Broker B
P1614,2024-01-12,4571.57,Landlord,IL,Broker A
P1615,2024-03-06,4946.27,Multi-Family,NC,Broker C
P1616,2024-06-24,4086.31,Landlord,FL,Broker B
P1617,2024-03-06,2659.16,Multi-Family,FL,Broker A
P1618,2024-01-16,2904.34,Short Term Rental,GA,Broker C
P1619,2024-06-09,1710.44,Short Term Rental,FL,Broker B
P1620,2024-02-16,4403.51,Landlord,IL,Broker B
P1621,2024-04-22,3578.59,Short Term Rental,TX,Broker C
P1622,2024-06-04,1360.58,Multi-Family,IL,Broker C
P1623,2024-06-29,4773.76,Multi-Family,NC,Broker C
P1624,2024-06-17,1466.76,Landlord,TX,Broker A
P1625,2024-04-12,2597.04,Short Term Rental,FL,Broker C
P1626,2024-03-24,4309.5,Multi-Family,NC,Broker A
P1627,2024-01-29,3592.75,Short Term Rental,IL,Broker C
P1628,2024-06-25,2881.39,Landlord,GA,Broker A
,2024-02-14,2389.65,Multi-Family,FL,Broker A
P1630,2024-06-18,841.14,Landlord,NC,Broker B
P1631,2024-01-30,3630.91,Short Term Rental,TX,Broker C
P1632,2024-04-07,4032.59,Multi-Family,GA,Broker B
P1633,2024-06-02,1424.71,Multi-Family,NC,Broker A
P1634,2024-03-02,810.65,Landlord,IL,Broker C
P1635,2024-01-05,1159.93,Multi-Family,NC,Broker A
P1636,2024-01-03,3267.91,Short Term Rental,IL,Broker C
P1637,2024-03-07,2560.57,Landlord,FL,Broker C
P1638,2024-06-13,2816.04,Short Term Rental,TX,Broker B
P1639,2024-01-05,4872.26,Short Term Rental,TX,Broker B
P1640,2024-05-14,2209.29,Short Term Rental,GA,Broker A
P1641,2024-01-30,2569.92,Short Term Rental,GA,Broker A
P1642,2024-03-07,1288.98,Multi-Family,TX,Broker C
P1643,2024-02-20,3928.67,Multi-Family,GA,Broker C
,2024-02-13,1111.46,Landlord,IL,Broker C
P1645,2024-06-28,1669.39,Landlord,TX,Broker A
P1646,2024-01-12,2381.43,Landlord,FL,Broker B
P1647,2024-06-23,703.08,Short Term Rental,NC,Broker A
P1648,2024-02-11,4683.28,Multi-Family,IL,Broker C
P1649,2024-06-14,2582.21,Multi-Family,GA,Broker C
P1650,2024-06-12,2268.73,Multi-Family,TX,Broker B
P1651,2024-05-23,3194.23,Landlord,GA,Broker C
P1652,2024-03-04,3209.56,Short Term Rental,FL,Broker C
P1653,2024-02-13,1408.71,Landlord,NC,Broker A
P1654,2024-01-26,,Short Term Rental,IL,Broker C
P1655,2024-02-06,4476.41,Multi-Family,NC,Broker C
P1656,2024-02-16,3352.08,Landlord,TX,Broker C
P1657,2024-01-10,3892.87,Landlord,TX,Broker B
P1658,2024-04-17,3237.67,Multi-Family,FL,Broker C
P1659,2024-06-03,4742.57,Short Term Rental,TX,Broker B
P1660,2024-04-02,2279.97,Short Term Rental,IL,Broker C
P1661,2024-03-09,1285.01,Landlord,TX,Broker B
P1662,2024-02-25,4410.06,Landlord,NC,Broker B
P1663,2024-03-31,1848.44,Short Term Rental,IL,Broker C
P1664,2024-04-23,3448.67,Short Term Rental,TX,Broker A
P1665,2024-02-17,4354.08,Landlord,IL,Broker C
P1666,2024-06-02,2684.87,Multi-Family,TX,Broker B
P1667,2024-06-19,2975.15,Multi-Family,FL,Broker A
P1668,2024-04-04,3757.18,Short Term Rental,IL,Broker A
P1669,2024-04-29,3098.34,Multi-Family,IL,Broker C
P1670,2024-01-10,2258.66,Short Term Rental,NC,Broker C
P1671,2024-04-17,1598.44,Landlord,TX,Broker A
P1672,2024-01-16,1006.75,Short Term Rental,IL,Broker C
P1673,2024-01-08,3812.44,Landlord,GA,Broker B
P1674,2024-03-19,3169.36,Multi-Family,IL,Broker C
P1675,2024-03-02,3409.08,Multi-Family,FL,Broker B
P1676,2024-04-29,4220.16,Short Term Rental,IL,Broker A
P1677,2024-03-07,4719.26,Landlord,FL,Broker B
P1678,2024-06-25,1049.62,Multi-Family,FL,Broker A
P1679,2024-04-05,4049.19,Landlord,NC,Broker C
P1680,2024-01-04,560.31,Short Term Rental,IL,Broker B
P1681,2024-02-18,730.59,Short Term Rental,NC,Broker B
P1682,2024-05-14,2108.21,Short Term Rental,NC,Broker B
P1683,2024-05-11,4676.96,Short Term Rental,NC,Broker A
P1684,2024-06-16,4916.92,Short Term Rental,IL,Broker A
P1685,2024-02-09,2523.22,Multi-Family,TX,Broker C
P1686,2024-05-10,1409.3,Landlord,NC,Broker C
P1687,2024-03-19,690.09,Landlord,IL,Broker B
P1688,2024-02-17,2555.49,Landlord,IL,Broker A
P1689,2024-01-10,845.63,Short Term Rental,IL,Broker B
,2024-05-23,1531.59,Multi-Family,NC,Broker C
P1691,2024-01-07,1081.22,Multi-Family,GA,Broker C
P1692,2024-06-29,2569.95,Landlord,FL,Broker A
P1693,2024-05-23,1314.16,Multi-Family,TX,Broker A
P1694,2024-06-13,3082.14,Multi-Family,IL,Broker A
P1695,2024-05-27,1236.52,Short Term Rental,GA,Broker A
P1696,2024-04-23,4648.37,Landlord,IL,Broker C
P1697,2024-04-12,4521.08,Landlord,NC,Broker A
P1698,2024-05-08,881.05,Landlord,IL,Broker A
P1699,2024-05-20,4169.82,Short Term Rental,IL,Broker B
P1700,2024-01-02,,Landlord,IL,Broker A
P1701,2024-02-19,2240.78,Landlord,FL,Broker C
P1702,2024-03-17,1645.91,Multi-Family,IL,Broker C
P1703,2024-05-23,,Multi-Family,NC,Broker B
P1704,2024-06-19,2955.81,Landlord,NC,Broker B
P1705,2024-03-29,3316.27,Landlord,FL,Broker A
P1706,2024-06-14,,Multi-Family,GA,Broker A
P1707,2024-04-11,4770.68,Landlord,IL,Broker B
P1708,2024-03-08,2992.63,Short Term Rental,GA,Broker C
P1709,2024-03-04,1977.92,Multi-Family,NC,Broker A
,2024-05-18,3770.33,Multi-Family,TX,Broker B
P1711,2024-04-16,4983.76,Multi-Family,IL,Broker B
P1712,2024-03-28,892.84,Multi-Family,TX,Broker C
P1713,2024-06-10,894.88,Multi-Family,IL,Broker C
P1714,2024-05-17,3161.95,Multi-Family,NC,Broker A
P1715,2024-05-29,3951.4,Multi-Family,IL,Broker B
P1716,2024-02-05,3075.0,Multi-Family,FL,Broker A
P1717,2024-04-02,,Multi-Family,NC,Broker B
P1718,2024-05-17,1178.26,Short Term Rental,GA,Broker A
P1719,2024-05-20,2412.16,Multi-Family,NC,Broker B
P1720,2024-03-14,3985.44,Landlord,IL,Broker B
P1721,2024-06-18,939.76,Short Term Rental,NC,Broker B
P1722,2024-02-01,2395.29,Multi-Family,FL,Broker C
P1723,2024-03-10,2073.48,Multi-Family,IL,Broker B
P1724,2024-05-07,903.24,Multi-Family,GA,Broker C
P1725,2024-04-21,1440.77,Multi-Family,GA,Broker C
P1726,2024-02-20,4999.16,Multi-Family,FL,Broker C
P1727,2024-06-08,1895.86,Landlord,IL,Broker C
P1728,2024-05-30,522.04,Landlord,GA,Broker B
P1729,2024-05-06,4212.37,Landlord,IL,Broker B
P1730,2024-04-15,2706.91,Multi-Family,NC,Broker C
P1731,2024-02-18,2294.84,Multi-Family,GA,Broker C
P1732,2024-04-24,735.08,Multi-Family,TX,Broker A
P1733,2024-04-20,2574.93,Short Term Rental,GA,Broker A
P1734,2024-01-21,4088.1,Multi-Family,TX,Broker C
P1735,2024-06-27,3208.19,Multi-Family,NC,Broker A
P1736,2024-04-18,4093.92,Landlord,TX,Broker A
P1737,2024-02-09,1348.96,Short Term Rental,NC,Broker B
P1738,2024-06-26,1962.61,Landlord,IL,Broker B
P1739,2024-05-09,1493.1,Landlord,FL,Broker C
P1740,2024-03-09,2926.26,Multi-Family,TX,Broker C
P1741,2024-04-06,4015.8,Multi-Family,TX,Broker B
P1742,2024-01-07,4983.93,Landlord,FL,Broker C
P1743,2024-04-16,3503.42,Landlord,IL,Broker C
P1744,2024-03-15,1028.5,Landlord,IL,Broker B
P1745,2024-06-03,1911.48,Short Term Rental,NC,Broker B
P1746,2024-01-15,2521.96,Landlord,NC,Broker B
P1747,2024-06-21,3696.85,Short Term Rental,IL,Broker A
P1748,2024-02-18,2559.31,Multi-Family,GA,Broker B
P1749,2024-05-24,2012.96,Short Term Rental,FL,Broker C
P1750,2024-03-01,1888.94,Short Term Rental,TX,Broker A
P1751,2024-01-21,1118.69,Multi-Family,GA,Broker A
P1752,2024-03-20,1431.45,Landlord,NC,Broker C
P1753,2024-06-27,1957.65,Short Term Rental,IL,Broker C
P1754,2024-04-28,1098.39,Landlord,NC,Broker C
P1755,2024-02-07,1677.16,Short Term Rental,TX,Broker B
P1756,2024-04-23,2252.07,Landlord,TX,Broker A
P1757,2024-06-20,1765.53,Landlord,GA,Broker C
P1758,2024-03-24,1730.02,Short Term Rental,NC,Broker B
P1759,2024-01-08,,Landlord,GA,Broker A
P1760,2024-03-02,3042.09,Multi-Family,TX,Broker A
P1761,2024-05-13,2269.06,Multi-Family,TX,Broker A
P1762,2024-01-17,1697.64,Multi-Family,GA,Broker C
P1763,2024-05-18,4541.65,Multi-Family,IL,Broker A
P1764,2024-05-03,2870.38,Short Term Rental,FL,Broker B
P1765,2024-03-10,2028.31,Landlord,TX,Broker A
P1766,2024-05-19,2640.09,Short Term Rental,FL,Broker B
P1767,2024-06-26,3335.48,Short Term Rental,IL,Broker B
P1768,2024-03-17,1335.07,Multi-Family,IL,Broker C
P1769,2024-01-15,,Landlord,NC,Broker C
P1770,2024-02-22,4279.78,Landlord,GA,Broker B
P1771,2024-01-13,3336.8,Landlord,NC,Broker B
P1772,2024-03-24,4713.92,Landlord,GA,Broker A
P1773,2024-06-14,3612.91,Multi-Family,NC,Broker B
P1774,2024-04-27,2135.78,Multi-Family,FL,Broker B
P1775,2024-03-16,698.37,Landlord,NC,Broker A
P1776,2024-01-13,1390.69,Landlord,TX,Broker C
P1777,2024-02-13,3687.28,Multi-Family,TX,Broker B
P1778,2024-02-26,3423.66,Multi-Family,NC,Broker A
P1779,2024-04-24,592.94,Multi-Family,NC,Broker A
P1780,2024-01-25,2766.86,Landlord,FL,Broker A
P1781,2024-04-12,730.81,Landlord,IL,Broker C
P1782,2024-05-23,2697.03,Landlord,GA,Broker C
P1783,2024-06-04,4094.56,Landlord,TX,Broker C
P1784,2024-04-16,4106.58,Short Term Rental,NC,Broker A
,2024-03-02,3358.21,Short Term Rental,NC,Broker A
P1786,2024-05-15,1863.02,Short Term Rental,GA,Broker A
P1787,2024-03-11,828.0,Short Term Rental,IL,Broker C
,2024-01-15,1841.45,Multi-Family,GA,Broker B
P1789,2024-03-28,1144.74,Multi-Family,IL,Broker A
P1790,2024-04-15,4234.53,Short Term Rental,NC,Broker C
P1791,2024-04-18,2513.91,Multi-Family,TX,Broker B
P1792,2024-06-12,4791.02,Multi-Family,IL,Broker C
P1793,2024-01-05,1203.02,Short Term Rental,IL,Broker A
P1794,2024-05-13,590.03,Multi-Family,IL,Broker B
P1795,2024-05-17,3602.94,Multi-Family,TX,Broker B
P1796,2024-03-31,3052.34,Landlord,FL,Broker B
P1797,2024-06-01,2224.11,Landlord,GA,Broker B
P1798,2024-03-30,3143.3,Short Term Rental,TX,Broker A
P1799,2024-01-26,1180.71,Landlord,FL,Broker C
P1800,2024-05-06,3322.09,Multi-Family,NC,Broker C
P1801,2024-03-24,2811.84,Short Term Rental,FL,Broker A
P1802,2024-01-29,2854.86,Short Term Rental,TX,Broker B
P1803,2024-01-21,,Landlord,IL,Broker C
P1804,2024-06-04,1951.4,Multi-Family,NC,Broker B
P1805,2024-02-25,4361.28,Landlord,IL,Broker A
P1806,2024-05-01,1649.43,Short Term Rental,TX,Broker B
P1807,2024-04-30,501.35,Multi-Family,FL,Broker B
P1808,2024-04-14,1946.87,Multi-Family,GA,Broker A
P1809,2024-05-09,4046.53,Short Term Rental,FL,Broker C
P1810,2024-05-30,2866.35,Short Term Rental,GA,Broker A
P1811,2024-05-14,3958.97,Short Term Rental,TX,Broker C
P1812,2024-04-02,3363.33,Multi-Family,TX,Broker A
P1813,2024-03-05,3000.08,Landlord,IL,Broker C
P1814,2024-06-13,2939.91,Landlord,IL,Broker C
P1815,2024-03-15,510.33,Short Term Rental,IL,Broker A
P1816,2024-03-03,3351.58,Landlord,TX,Broker A
P1817,2024-03-21,1511.2,Landlord,GA,Broker A
,2024-05-18,2188.66,Landlord,TX,Broker B
P1819,2024-06-08,4235.31,Multi-Family,FL,Broker A
P1820,2024-06-09,1720.55,Landlord,NC,Broker B
P1821,2024-01-30,3883.5,Short Term Rental,TX,Broker A
P1822,2024-04-20,759.29,Multi-Family,TX,Broker C
P1823,2024-02-14,624.38,Short Term Rental,GA,Broker A
P1824,2024-06-01,2512.27,Landlord,TX,Broker B
P1825,2024-01-04,3026.45,Landlord,GA,Broker A
P1826,2024-06-20,1067.93,Landlord,NC,Broker C
P1827,2024-04-27,1311.76,Short Term Rental,GA,Broker A
P1828,2024-04-21,1074.24,Short Term Rental,NC,Broker B
P1829,2024-04-12,2477.74,Landlord,TX,Broker A
P1830,2024-06-04,3623.82,Short Term Rental,TX,Broker C
P1831,2024-05-02,4569.8,Multi-Family,GA,Broker A
P1832,2024-01-22,2823.91,Landlord,FL,Broker C
P1833,2024-02-23,4585.73,Short Term Rental,IL,Broker C
P1834,2024-02-21,2446.09,Multi-Family,FL,Broker B
P1835,2024-04-09,1272.86,Landlord,NC,Broker C
P1836,2024-06-22,1221.55,Short Term Rental,TX,Broker B
P1837,2024-05-13,1917.32,Short Term Rental,NC,Broker A
P1838,2024-06-14,4290.68,Multi-Family,FL,Broker A
P1839,2024-03-03,2245.21,Short Term Rental,NC,Broker C
P1840,2024-03-29,4035.83,Landlord,NC,Broker A
P1841,2024-06-16,1394.32,Landlord,GA,Broker B
P1842,2024-03-26,3862.29,Landlord,TX,Broker A
P1843,2024-06-13,4054.32,Short Term Rental,GA,Broker C
P1844,2024-02-22,4626.53,Landlord,GA,Broker A
,2024-05-06,1599.8,Landlord,NC,Broker A
P1846,2024-04-13,2143.93,Short Term Rental,NC,Broker C
P1847,2024-02-04,2275.55,Landlord,GA,Broker B
,2024-03-24,1265.27,Multi-Family,FL,Broker C
P1849,2024-06-15,2992.92,Short Term Rental,IL,Broker C
P1850,2024-05-04,3068.07,Multi-Family,FL,Broker B
P1851,2024-04-06,4296.05,Short Term Rental,IL,Broker C
P1852,2024-04-21,1943.93,Multi-Family,FL,Broker B
P1853,2024-01-28,4153.74,Short Term Rental,NC,Broker C
P1854,2024-03-19,4249.04,Landlord,GA,Broker B
P1855,2024-06-18,2841.8,Multi-Family,FL,Broker A
P1856,2024-04-12,2725.64,Landlord,GA,Broker B
P1857,2024-03-21,4183.77,Multi-Family,NC,Broker A
P1858,2024-01-29,1489.51,Short Term Rental,FL,Broker B
P1859,2024-03-23,1226.39,Multi-Family,TX,Broker A
P1860,2024-01-08,1833.26,Multi-Family,TX,Broker C
P1861,2024-02-05,1182.31,Short Term Rental,NC,Broker B
P1862,2024-02-19,4735.48,Short Term Rental,IL,Broker C
P1863,2024-04-24,1438.67,Short Term Rental,GA,Broker A
P1864,2024-01-21,3835.14,Short Term Rental,FL,Broker B
P1865,2024-06-02,3872.45,Multi-Family,GA,Broker B
P1866,2024-05-20,3799.88,Landlord,TX,Broker C
P1867,2024-03-10,3228.17,Landlord,GA,Broker B
P1868,2024-02-02,,Short Term Rental,NC,Broker A
,2024-04-24,3972.35,Multi-Family,IL,Broker C
P1870,2024-01-31,2428.31,Short Term Rental,GA,Broker B
P1871,2024-03-11,597.99,Short Term Rental,GA,Broker C
P1872,2024-01-29,2188.84,Landlord,NC,Broker B
P1873,2024-05-05,752.17,Multi-Family,TX,Broker A
P1874,2024-02-16,506.69,Multi-Family,FL,Broker B
P1875,2024-02-04,,Landlord,GA,Broker A
P1876,2024-01-22,3422.42,Short Term Rental,GA,Broker B
P1877,2024-05-02,1459.55,Multi-Family,IL,Broker A
P1878,2024-03-02,2376.66,Landlord,GA,Broker C
P1879,2024-01-18,2714.19,Landlord,IL,Broker A
P1880,2024-05-30,4090.72,Short Term Rental,TX,Broker A
P1881,2024-04-27,4072.03,Multi-Family,IL,Broker C
P1882,2024-06-13,3748.77,Multi-Family,IL,Broker A
P1883,2024-03-02,2404.77,Multi-Family,NC,Broker A
P1884,2024-06-01,2182.1,Short Term Rental,NC,Broker B
P1885,2024-01-13,4022.3,Landlord,GA,Broker C
P1886,2024-03-18,2317.94,Multi-Family,GA,Broker A
P1887,2024-02-20,4367.41,Short Term Rental,IL,Broker A
P1888,2024-03-13,1187.45,Landlord,GA,Broker B
P1889,2024-02-15,3166.57,Multi-Family,IL,Broker B
P1890,2024-02-18,2385.15,Landlord,FL,Broker A
P1891,2024-03-29,3404.0,Landlord,IL,Broker A
P1892,2024-06-15,4624.49,Short Term Rental,FL,Broker A
P1893,2024-04-11,4347.26,Landlord,IL,Broker B
P1894,2024-03-09,4626.05,Landlord,IL,Broker B
P1895,2024-05-04,747.63,Short Term Rental,FL,Broker B
P1896,2024-06-04,2654.8,Landlord,TX,Broker A
P1897,2024-03-23,3117.74,Multi-Family,NC,Broker B
P1898,2024-02-10,4799.68,Landlord,FL,Broker C
P1899,2024-03-08,4921.68,Landlord,IL,Broker A
P1900,2024-05-19,4398.91,Short Term Rental,IL,Broker C
